page,text,font_name,font_size,style,color_rgb,color_hex,bbox
14,1.,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(81.6240005493164, 491.0787048339844, 89.18399810791016, 502.2372741699219)"
14,Annual ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(115.01000213623047, 490.83868408203125, 147.0240936279297, 501.99725341796875)"
14,Lecture ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(115.01000213623047, 502.35870361328125, 148.010009765625, 513.5172729492188)"
14,27.1.2012 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(185.58999633789062, 490.83868408203125, 228.22000122070312, 501.99725341796875)"
14,Delhi ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(240.5800018310547, 490.83868408203125, 265.40704345703125, 501.99725341796875)"
14,University ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(240.5800018310547, 502.35870361328125, 285.3599853515625, 513.5172729492188)"
14,Prof. N. N. Choudhuri Memorial Annual Lecture ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(311.1600036621094, 490.83868408203125, 519.6063232421875, 501.99725341796875)"
14,on  “Panini as an Innovator : His Relations with ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(311.1600036621094, 502.35870361328125, 519.5698852539062, 513.5172729492188)"
14,Predecessors and Reasons for Changing” by  Prof. ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(311.1600036621094, 513.8787231445312, 519.6542358398438, 525.0372924804688)"
14,George Cardona ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(311.1600036621094, 525.3987426757812, 379.4599914550781, 536.5573120117188)"
15,"Information Brochure, Department of Sanskrit ",Times New Roman,12.0,regular,"(112, 48, 160)",#7030A0,"(186.07000732421875, 35.64796447753906, 412.1300048828125, 48.93196487426758)"
15,11 ,Calibri,11.04,regular,"(0, 0, 0)",#000000,"(292.20001220703125, 782.0159301757812, 305.7350158691406, 793.0559692382812)"
15,Year - 2013 ,"Times New Roman,Bold",11.04,bold,"(0, 0, 0)",#000000,"(270.3399963378906, 72.26333618164062, 327.6000061035156, 84.484619140625)"
15,Year - 2014 ,"Times New Roman,Bold",11.04,bold,"(0, 0, 0)",#000000,"(270.3399963378906, 273.9133605957031, 327.6000061035156, 286.1346435546875)"
15,Year – 2015  ,"Times New Roman,Bold",11.04,bold,"(0, 0, 0)",#000000,"(269.3800048828125, 553.5833740234375, 331.20001220703125, 565.8046264648438)"
15,Sr. ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(77.30400085449219, 99.62332153320312, 92.76000213623047, 111.8446044921875)"
15,No. ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(75.6240005493164, 112.10336303710938, 94.46400451660156, 124.32464599609375)"
15,Seminars/ ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(109.48999786376953, 99.62332153320312, 156.1699981689453, 111.8446044921875)"
15,Conference ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(106.12999725341797, 112.10336303710938, 159.2544708251953, 124.32464599609375)"
15,/Workshop ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(106.8499984741211, 124.85336303710938, 158.58999633789062, 137.07464599609375)"
15,Date ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(186.30999755859375, 99.62332153320312, 209.9499969482422, 111.8446044921875)"
15,Sponsor / Funding Agency ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(243.4600067138672, 99.62332153320312, 364.58001708984375, 111.8446044921875)"
15,Title ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(440.80999755859375, 112.10336303710938, 464.45001220703125, 124.32464599609375)"
15,1.,Times New Roman,11.04,regular,"(0, 0, 0)",#000000,"(72.98400115966797, 138.05331420898438, 81.26399993896484, 150.27459716796875)"
15,Annual ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(105.41000366210938, 137.94871520996094, 137.42408752441406, 149.10726928710938)"
15,Lecture ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(105.41000366210938, 149.46873474121094, 138.41000366210938, 160.62728881835938)"
15,23.01.2013 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(171.6699981689453, 137.94871520996094, 219.07000732421875, 149.10726928710938)"
15,Delhi University ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(236.02000427246094, 137.94871520996094, 305.5199890136719, 149.10726928710938)"
15,Prof. N. N. Choudhuri Memorial ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(383.17999267578125, 137.94871520996094, 517.1129760742188, 149.10726928710938)"
15,Annual Lecture on  “,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(383.17999267578125, 151.1487274169922, 467.84552001953125, 162.30728149414062)"
15,अभिनवगुप्त ,Arial Unicode MS,10.08,monospace,"(0, 0, 0)",#000000,"(467.69000244140625, 149.3544921875, 511.2759094238281, 162.24681091308594)"
15,का सौन्दर्य-भिन्तन और भिकपरम्परा,Arial Unicode MS,10.08,monospace,"(0, 0, 0)",#000000,"(383.17999267578125, 162.79449462890625, 512.3650512695312, 175.6868133544922)"
15,by,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(383.17999267578125, 176.3486785888672, 393.260009765625, 187.50723266601562)"
15,Prof. Navjeevan Rastogi,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(395.8999938964844, 176.3486785888672, 494.1094970703125, 187.50723266601562)"
15,2. ,Times New Roman,11.04,regular,"(0, 0, 0)",#000000,"(72.98400115966797, 188.45333862304688, 83.90399932861328, 200.67462158203125)"
15,National ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(105.41000366210938, 188.3486785888672, 142.4439239501953, 199.50723266601562)"
15,Seminar ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(105.41000366210938, 199.6287078857422, 141.29000854492188, 210.78726196289062)"
15,17.10.2013 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(168.5500030517578, 188.3486785888672, 215.9499969482422, 199.50723266601562)"
15,"Dept. of Sanskrit, DU ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(236.02000427246094, 188.3486785888672, 325.91998291015625, 199.50723266601562)"
15,'Research Methodology’,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(380.05999755859375, 188.3486785888672, 477.9066162109375, 199.50723266601562)"
15,3.,Times New Roman,11.04,regular,"(0, 0, 0)",#000000,"(72.98400115966797, 211.75332641601562, 81.26399993896484, 223.974609375)"
15,National ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(105.41000366210938, 211.6487274169922, 142.4439239501953, 222.80728149414062)"
15,Seminar ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(105.41000366210938, 223.16868591308594, 141.29000854492188, 234.32723999023438)"
15,28.11. 2013 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(168.5500030517578, 211.6487274169922, 218.5900115966797, 222.80728149414062)"
15,Jointly ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(236.02000427246094, 211.6487274169922, 265.6249694824219, 222.80728149414062)"
15,organized ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(277.97296142578125, 211.6487274169922, 320.0670471191406, 222.80728149414062)"
15,by ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(332.4150390625, 211.6487274169922, 344.289306640625, 222.80728149414062)"
15,the ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(356.6372985839844, 211.6487274169922, 371.6262512207031, 222.80728149414062)"
15,"Departments of  Hindi, MIL & ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(236.02000427246094, 223.16868591308594, 371.6060791015625, 234.32723999023438)"
15,"LS, Persian, Punjabi,  Sanskrit ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(236.02000427246094, 234.68870544433594, 371.67041015625, 245.84725952148438)"
15,and Urdu ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(236.02000427246094, 246.20872497558594, 275.97998046875, 257.3672790527344)"
15,''Bhartiya Sahitya Mein Kaumi ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(380.05999755859375, 211.6487274169922, 524.758544921875, 222.80728149414062)"
15,Ekta'' ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(380.05999755859375, 223.16868591308594, 404.41998291015625, 234.32723999023438)"
15,Sr. ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(72.26399993896484, 301.3033142089844, 87.72000122070312, 313.52459716796875)"
15,No. ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(70.58399963378906, 313.7833557128906, 89.42400360107422, 326.004638671875)"
15,Seminars/ ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(111.16999816894531, 301.3033142089844, 157.84999084472656, 313.52459716796875)"
15,Conference ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(108.05000305175781, 313.7833557128906, 161.1744842529297, 326.004638671875)"
15,/Workshop ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(108.7699966430664, 326.50335693359375, 160.50999450683594, 338.7246398925781)"
15,Date ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(205.75, 301.3033142089844, 229.4199981689453, 313.52459716796875)"
15,Sponsor / Funding ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(277.05999755859375, 301.3033142089844, 360.93402099609375, 313.52459716796875)"
15,agency ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(302.0400085449219, 313.7833557128906, 336.0, 326.004638671875)"
15,Title ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(442.9700012207031, 301.3033142089844, 466.6100158691406, 313.52459716796875)"
15,1.,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(78.74400329589844, 339.83868408203125, 86.30400085449219, 350.99725341796875)"
15,Annual Lecture ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(98.20800018310547, 339.59869384765625, 163.15000915527344, 350.75726318359375)"
15,3.1.2014 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(198.5500030517578, 339.59869384765625, 236.13999938964844, 350.75726318359375)"
15,Delhi University ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(264.5799865722656, 339.59869384765625, 334.0799865722656, 350.75726318359375)"
15,Prof. N. N. Choudhuri Memorial ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(384.6199951171875, 339.59869384765625, 518.552978515625, 350.75726318359375)"
15,Annual Lecture on   ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(384.6199951171875, 351.1186828613281, 467.0899963378906, 362.2772521972656)"
15,“Perspectives on the Caste ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(384.6199951171875, 362.6387023925781, 493.6510009765625, 373.7972717285156)"
15,System”  by  Prof. Arvind ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(384.6199951171875, 374.15869140625, 491.7615051269531, 385.3172607421875)"
15,Sharma ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(384.6199951171875, 385.6786804199219, 417.6499938964844, 396.8372497558594)"
15,2.,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(78.74400329589844, 397.9386901855469, 86.30400085449219, 409.0972595214844)"
15,National ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(98.20800018310547, 397.6986999511719, 135.24191284179688, 408.8572692871094)"
15,Workshop ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(98.20800018310547, 408.97869873046875, 142.49000549316406, 420.13726806640625)"
15,10-11 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(178.8699951171875, 397.6986999511719, 204.66807556152344, 408.8572692871094)"
15,"January, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(220.140869140625, 397.6986999511719, 255.99545288085938, 408.8572692871094)"
15,2014 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(178.8699951171875, 408.97869873046875, 201.30999755859375, 420.13726806640625)"
15,Dept. of Sanskrit ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(264.5799865722656, 397.6986999511719, 335.03997802734375, 408.8572692871094)"
15,"''Research Tools for Sanskrit"" ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(381.5, 397.6986999511719, 503.1099853515625, 408.8572692871094)"
15,3.,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(70.10399627685547, 435.85870361328125, 77.66399383544922, 447.01727294921875)"
15,National ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(98.20800018310547, 435.6186828613281, 135.24191284179688, 446.7772521972656)"
15,Workshop ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(98.20800018310547, 447.1387023925781, 142.49000549316406, 458.2972717285156)"
15,30.06.2014 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(178.8699951171875, 435.6186828613281, 226.48789978027344, 446.7772521972656)"
15,to ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(245.80117797851562, 435.6186828613281, 255.9920654296875, 446.7772521972656)"
15,07.07.2014. ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(178.8699951171875, 447.1387023925781, 228.94000244140625, 458.2972717285156)"
15,Dept. of Sanskrit ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(264.5799865722656, 435.6186828613281, 335.03997802734375, 446.7772521972656)"
15,Nvaya Nyaya Language,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(381.5, 435.6186828613281, 477.6028137207031, 446.7772521972656)"
15,4.,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(70.10399627685547, 459.3786926269531, 77.66399383544922, 470.5372619628906)"
15,National ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(98.20800018310547, 459.1387023925781, 135.24191284179688, 470.2972717285156)"
15,Seminar ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(98.20800018310547, 470.65869140625, 134.0900115966797, 481.8172607421875)"
15,"24 April, 2014 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(178.8699951171875, 459.1387023925781, 239.98001098632812, 470.2972717285156)"
15,Jointly organized by the ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(264.5799865722656, 459.1387023925781, 373.0711364746094, 470.2972717285156)"
15,"Departments of Arabic, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(264.5799865722656, 470.65869140625, 373.08111572265625, 481.8172607421875)"
15,"English, Hindi, MIL & ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(264.5799865722656, 482.1986999511719, 373.1112976074219, 493.3572692871094)"
15,"LS, Persian, Philosophy, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(264.5799865722656, 493.71868896484375, 373.1113586425781, 504.87725830078125)"
15,"Punjabi, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(264.5799865722656, 505.2386779785156, 300.1926574707031, 516.3972778320312)"
15,Sanskrit ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(310.86737060546875, 505.2386779785156, 345.7744140625, 516.3972778320312)"
15,and ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(356.4491271972656, 505.2386779785156, 373.13153076171875, 516.3972778320312)"
15,Urdu ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(264.5799865722656, 516.7587280273438, 287.7599792480469, 527.9172973632812)"
15,"""Gandhi in Indian Literature""","Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(381.5, 459.1387023925781, 502.0569152832031, 470.2972717285156)"
15,Sr. ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(71.30400085449219, 580.973388671875, 86.76000213623047, 593.1946411132812)"
15,No. ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(71.30400085449219, 593.693359375, 90.14400482177734, 605.9146118164062)"
15,Seminars/ ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(102.7699966430664, 580.973388671875, 149.4499969482422, 593.1946411132812)"
15,Conference ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(102.7699966430664, 593.693359375, 155.89447021484375, 605.9146118164062)"
15,/Workshop ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(102.7699966430664, 606.17333984375, 154.489990234375, 618.3946533203125)"
15,Date ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(207.19000244140625, 580.973388671875, 230.86000061035156, 593.1946411132812)"
15,Sponsor Funding agency ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(268.17999267578125, 580.973388671875, 380.4200134277344, 593.1946411132812)"
15,Title ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(449.2099914550781, 580.973388671875, 472.8500061035156, 593.1946411132812)"
15,2.,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(79.94400024414062, 619.5087280273438, 87.50399780273438, 630.6672973632812)"
15,Annual Lecture ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(102.7699966430664, 619.2687377929688, 167.7100067138672, 630.4273071289062)"
15,"29 Jan., 2015 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(184.8699951171875, 619.2687377929688, 240.6999969482422, 630.4273071289062)"
15,Delhi University ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 619.2687377929688, 330.7200012207031, 630.4273071289062)"
15,Prof. N. N. Memorial Annual ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(395.4200134277344, 619.2687377929688, 526.6021728515625, 630.4273071289062)"
15,Lecture on  ‘,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(395.4200134277344, 630.7887573242188, 456.8866271972656, 641.9473266601562)"
15,Sanskrit Studies ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(456.8900146484375, 630.7887573242188, 526.552978515625, 641.9473266601562)"
15,and the Rise of American ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(395.4200134277344, 642.3087158203125, 526.512939453125, 653.46728515625)"
15,Orientalism’ by Shri Rajiv ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(395.4200134277344, 653.8287353515625, 526.50048828125, 664.9873046875)"
15,Malhotra ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(395.4200134277344, 665.3687133789062, 435.6499938964844, 676.5272827148438)"
15,3.,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(79.94400024414062, 700.6487426757812, 87.50399780273438, 711.8073120117188)"
15,National  ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(102.7699966430664, 700.4087524414062, 142.25, 711.5673217773438)"
15,Workshop ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(102.7699966430664, 711.9287109375, 147.0500030517578, 723.0872802734375)"
15,09-19 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(184.8699951171875, 700.4087524414062, 210.9099884033203, 711.5673217773438)"
15,"Feb., ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.68695068359375, 700.4087524414062, 253.1800079345703, 711.5673217773438)"
15,2015 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(184.8699951171875, 711.9287109375, 207.30999755859375, 723.0872802734375)"
15,Indian ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 700.4087524414062, 289.4036865234375, 711.5673217773438)"
15,Council ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(325.51025390625, 700.4087524414062, 359.459716796875, 711.5673217773438)"
15,of ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(376.37396240234375, 700.4087524414062, 387.0486755371094, 711.5673217773438)"
15,"Philosophical Research, Govt. ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 711.9287109375, 387.00836181640625, 723.0872802734375)"
15,"of India, New Delhi ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 723.208740234375, 343.67999267578125, 734.3673095703125)"
15,',Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(395.4200134277344, 700.4087524414062, 397.2344055175781, 711.5673217773438)"
15,Mimamsa ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(397.3399963378906, 700.4087524414062, 439.2023010253906, 711.5673217773438)"
15,Philosophy ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(460.010009765625, 700.4087524414062, 507.16668701171875, 711.5673217773438)"
15,of ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(516.3999633789062, 700.4087524414062, 526.6009521484375, 711.5673217773438)"
15,"language as depicted in Nyaya, ","Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(395.4200134277344, 711.9287109375, 526.4500732421875, 723.0872802734375)"
15,"Vyakarana,  Buddhism and ","Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(395.4200134277344, 723.208740234375, 526.5783081054688, 734.3673095703125)"
15,Kavyashastra ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(395.4200134277344, 734.730712890625, 452.92999267578125, 745.8892822265625)"
16,"Information Brochure, Department of Sanskrit ",Times New Roman,12.0,regular,"(112, 48, 160)",#7030A0,"(186.07000732421875, 35.64796447753906, 412.1300048828125, 48.93196487426758)"
16,12 ,Calibri,11.04,regular,"(0, 0, 0)",#000000,"(292.20001220703125, 782.0159301757812, 305.7350158691406, 793.0559692382812)"
16,Workshop on Mimamsa Philosophy ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(73.46399688720703, 438.7386779785156, 219.90625, 449.8972473144531)"
16,of Language - 2015 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(106.37000274658203, 450.2586975097656, 187.38999938964844, 461.4172668457031)"
16,Indian Calendar System - 2015 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(242.5, 438.7386779785156, 369.3799743652344, 449.8972473144531)"
16,National Seminar on Vedic ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(402.3800048828125, 438.7386779785156, 514.1485595703125, 449.8972473144531)"
16,Chronology : A Reassessment - ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(393.5, 450.2586975097656, 522.7900390625, 461.4172668457031)"
16,2015 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.04998779296875, 461.7786865234375, 469.489990234375, 472.937255859375)"
16,Year-2016 ,"Times New Roman,Bold",12.0,bold,"(0, 0, 0)",#000000,"(271.05999755859375, 493.447998046875, 327.3599853515625, 506.73199462890625)"
16,Sr. No. ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(75.6240005493164, 519.5032958984375, 109.8499984741211, 531.724609375)"
16,Seminars/ ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(128.69000244140625, 519.5032958984375, 175.38999938964844, 531.724609375)"
16,Conference ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(125.56999969482422, 532.223388671875, 178.6945037841797, 544.4446411132812)"
16,/Workshop ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(126.29000091552734, 544.943359375, 178.02999877929688, 557.1646118164062)"
16,Date ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(210.07000732421875, 519.5032958984375, 233.739990234375, 531.724609375)"
16,Sponsor Funding ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(266.0199890136719, 519.5032958984375, 343.8187561035156, 531.724609375)"
16,agency ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(288.1199951171875, 532.223388671875, 322.08001708984375, 544.4446411132812)"
16,Title ,Times New Roman,11.04,regular,"(255, 255, 255)",#FFFFFF,"(430.010009765625, 519.5032958984375, 453.6500244140625, 531.724609375)"
16,1. ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(75.6240005493164, 571.0287475585938, 85.58399963378906, 582.1873168945312)"
16,Special Lecture ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(117.88999938964844, 582.3087158203125, 182.8300018310547, 593.46728515625)"
16,10.3.2016 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(194.47000122070312, 582.3087158203125, 237.10000610351562, 593.46728515625)"
16,Indian Council for ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(257.3800048828125, 582.3087158203125, 333.7662353515625, 593.46728515625)"
16,"Cultural Relations, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(257.3800048828125, 593.5886840820312, 335.429443359375, 604.7472534179688)"
16,Govt. of India ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(257.3800048828125, 605.1087036132812, 316.3199768066406, 616.2672729492188)"
16,"""The Philosophy of Breath in the ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(361.1000061035156, 570.7887573242188, 495.85107421875, 581.9473266601562)"
16,"Vedas, Schelling and Heideggar"" by ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(361.1000061035156, 582.3087158203125, 508.72161865234375, 593.46728515625)"
16,"Prof. (Dr.) Lenart Skof, Professor of ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(361.1000061035156, 593.5886840820312, 508.7214660644531, 604.7472534179688)"
16,Philosophy and Head of the Institute ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(361.1000061035156, 605.1087036132812, 509.91107177734375, 616.2672729492188)"
16,"for Philosophical Studies, University of ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(361.1000061035156, 616.6287231445312, 521.8861694335938, 627.7872924804688)"
16,"Primorska, Koper, Slovenia ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(361.1000061035156, 628.1487426757812, 474.78997802734375, 639.3073120117188)"
16,2. ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(75.6240005493164, 655.7487182617188, 85.58399963378906, 666.9072875976562)"
16,National ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(117.88999938964844, 655.5087280273438, 154.92391967773438, 666.6672973632812)"
16,Seminar ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(117.88999938964844, 667.0487060546875, 153.77000427246094, 678.207275390625)"
16,11-12 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(194.47000122070312, 655.5087280273438, 220.50999450683594, 666.6672973632812)"
16,"March, 2016 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(194.47000122070312, 667.0487060546875, 248.13999938964844, 678.207275390625)"
16,Department of ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(257.3800048828125, 655.5087280273438, 317.69873046875, 666.6672973632812)"
16,"Sanskrit, South Delhi ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(257.3800048828125, 667.0487060546875, 345.82086181640625, 678.207275390625)"
16,"Campus, University of ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(257.3800048828125, 678.5687255859375, 350.30755615234375, 689.727294921875)"
16,Delhi ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(257.3800048828125, 689.8486938476562, 282.2200012207031, 701.0072631835938)"
16,The learning of Sanskrit Shastras in ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(361.1000061035156, 655.5087280273438, 507.8840637207031, 666.6672973632812)"
